periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Proportion of under 1 year receiving vaccine against Measles and Rubella 1,Proportion of under two years receiving  vaccine against Measles and Rubella 2
2021,2021,2021,,mCGytMcMf6y,Suba North Sub County,KE_SubCounty_2996,,,
2021,2021,2021,,HoRW5aISmiD,Suba South Sub County,KE_SubCounty_2995,,,
2021,2021,2021,,MYSShwNcjzb,Suba West Sub County,3265,,,
2021,2021,2021,,ecl4YnDebUi,Garbatulla Sub County,KE_SubCounty_3003,,,
2021,2021,2021,,I2LYLqKU6AW,Isiolo Sub County,KE_SubCounty_3004,,,
2021,2021,2021,,NrGORu301bx,Merti Sub County,KE_SubCounty_3005,,,
2021,2021,2021,,SZapM1R0Kti,Kajiado Central Sub County,KE_SubCounty_3009,,,
2021,2021,2021,,g6gTzQ5nfYq,Kajiado East Sub County,KE_SubCounty_3008,,,
2021,2021,2021,,BLz1HkvvMkA,Kajiado North Sub County,KE_SubCounty_3010,,,
2021,2021,2021,,wYsCfCAUWNB,Kajiado West Sub County,KE_SubCounty_3007,,,
2021,2021,2021,,eyADpAXM834,Loitokitok Sub County,KE_SubCounty_3006,,,
2021,2021,2021,,K7mZpm8COh7,Butere Sub County,KE_SubCounty_3014,,,
2021,2021,2021,,BE6HMtlHyl1,Ikolomani Sub County,KE_SubCounty_3011,,,
2021,2021,2021,,UhQS2Mv0PCK,Khwisero Sub County,KE_SubCounty_3013,,,
2021,2021,2021,,wMv0s3U2nnG,Likuyani Sub County,KE_SubCounty_3021,,,
2021,2021,2021,,ZOdhgR19Akq,Lugari Sub County,KE_SubCounty_3022,,,
2021,2021,2021,,Y3NjAhiBaZT,Lurambi Sub County,KE_SubCounty_3019,,,
2021,2021,2021,,ES1CWa4AJmJ,Malava Sub County,KE_SubCounty_3020,,,
2021,2021,2021,,ssbO49f0iLN,Matungu Sub County,KE_SubCounty_3015,,,
2021,2021,2021,,FBteTV1eqB6,Mumias East Sub County,KE_SubCounty_3016,,,
2021,2021,2021,,uRl5fBkhpcE,Mumias West Sub County,KE_SubCounty_3017,,,
2021,2021,2021,,G6PJ5kFVAuO,Navakholo Sub County,KE_SubCounty_3018,,,
2021,2021,2021,,sjlSPeRgl7d,Shinyalu Sub County,KE_SubCounty_3012,,,
2021,2021,2021,,GshNTMZJ5r1,Ainamoi Sub County,KE_SubCounty_3026,,,
2021,2021,2021,,YnIAWg1T4AY,Belgut Sub County,KE_SubCounty_3024,,,
2021,2021,2021,,wt8cPHWfkfu,Bureti Sub County,KE_SubCounty_3025,,,
2021,2021,2021,,gU0Cz7Qlfss,Kipkelion East Sub County,KE_SubCounty_3028,,,
2021,2021,2021,,Taw0Zg7nArd,Kipkelion West Sub County,KE_SubCounty_3027,,,
2021,2021,2021,,ScLzA7tQxrH,Sigowet/Soin Sub County,KE_SubCounty_3023,,,
2021,2021,2021,,HEsM6W2ImQR,Gatundu North Sub County,KE_SubCounty_3039,,,
2021,2021,2021,,EcRytSSIkUq,Gatundu South Sub County,KE_SubCounty_3040,,,
2021,2021,2021,,E7tkGikenbD,Githunguri Sub County,KE_SubCounty_3035,,,
2021,2021,2021,,aiqi2bz0IMI,Juja Sub County,KE_SubCounty_3038,,,
2021,2021,2021,,lb5LzWiUX8Y,Kabete Sub County,KE_SubCounty_3032,,,
2021,2021,2021,,oMaQgNIs85x,Kiambaa Sub County,KE_SubCounty_3033,,,
2021,2021,2021,,SBz4c48i24Y,Kiambu Town Sub County,KE_SubCounty_3034,,,
2021,2021,2021,,jOVcLeZQSsS,Kikuyu Sub County,KE_SubCounty_3031,,,
2021,2021,2021,,nCziQtZ49jj,Lari Sub County,KE_SubCounty_3029,,,
2021,2021,2021,,xhVi71INcFs,Limuru Sub County,KE_SubCounty_3030,,,
2021,2021,2021,,TPRNJqSm4lK,Ruiru Sub County,KE_SubCounty_3036,,,
2021,2021,2021,,YZAZ1a9MIvX,Thika Town Sub County,KE_SubCounty_3037,,,
2021,2021,2021,,x7qUMtZZvo9,Ganze Sub County,KE_SubCounty_3043,,,
2021,2021,2021,,tSKDWoVKiPo,Kaloleni Sub County,KE_SubCounty_3045,,,
2021,2021,2021,,MEkEH8ZmcOU,Kilifi North Sub County,KE_SubCounty_3047,Sub County,,
2021,2021,2021,,xWAZBULwGxp,Kilifi South Sub County,KE_SubCounty_3046,,,
2021,2021,2021,,KMWrMZrlO5u,Magarini Sub County,KE_SubCounty_3041,,,
2021,2021,2021,,lGg3wEy784X,Malindi Sub County,KE_SubCounty_3042,,,
2021,2021,2021,,hJf4rt7cvI6,Rabai Sub County,KE_SubCounty_3044,,,
2021,2021,2021,,JKNaaTjVapG,Kirinyaga Central Sub County,KE_SubCounty_3048,,,
2021,2021,2021,,yOaHQLOLd1H,Kirinyaga East Sub County,KE_SubCounty_3050,,,
2021,2021,2021,,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,KE_SubCounty_3052,,,
2021,2021,2021,,jHmpQUlnkQk,Kirinyaga South Sub County,KE_SubCounty_3051,,,
2021,2021,2021,,A34NiI4rgnf,Kirinyaga West Sub County,KE_SubCounty_3049,,,
2021,2021,2021,,cooDDG3Lh3A,Bobasi Sub County,KE_SubCounty_3058,,,
2021,2021,2021,,ntRK47D5dYL,Bomachoge Borabu Sub County,KE_SubCounty_3059,,,
2021,2021,2021,,YqYSkwmOtiR,Bomachoge Chache Sub County,KE_SubCounty_3057,,,
2021,2021,2021,,zCCIu1Vi3Wh,Bonchari Sub County,KE_SubCounty_3061,,,
2021,2021,2021,,cQkF9l9wePP,Kitutu Chache North Sub County,KE_SubCounty_3054,,,
2021,2021,2021,,gPR82w2xgJZ,Kitutu Chache South Sub County,KE_SubCounty_3053,,,
2021,2021,2021,,fFh3beH29fD,Nyaribari Chache Sub County,KE_SubCounty_3055,,,
2021,2021,2021,,A6Sj8RumZ0m,Nyaribari Masaba Sub County,KE_SubCounty_3056,,,
2021,2021,2021,,WHG67QCDRS9,South Mugirango Sub County,KE_SubCounty_3060,,,
2021,2021,2021,,OpLt8IgyHop,Kisumu Central Sub County,KE_SubCounty_3066,,,
2021,2021,2021,,PRpKwAloU5b,Kisumu East Sub County,KE_SubCounty_3068,,,
2021,2021,2021,,YzEDO9Mq4TR,Kisumu West Sub County,KE_SubCounty_3067,,,
2021,2021,2021,,NmbwkQ5r5cB,Muhoroni Sub County,KE_SubCounty_3063,,,
2021,2021,2021,,kBQIjtWUBqj,Nyakach Sub County,KE_SubCounty_3062,,,
2021,2021,2021,,iRK9uABUTVZ,Nyando Sub County,KE_SubCounty_3064,,,
2021,2021,2021,,LRNmnMw1fBs,Seme Sub County,KE_SubCounty_3065,,,
2021,2021,2021,,MWqQbxWqACn,Kitui Central Sub County,KE_SubCounty_3071,,,
2021,2021,2021,,d0Gu8FrRM0Y,Kitui East Sub County,KE_SubCounty_3070,,,
2021,2021,2021,,vbauk0RRq9N,Kitui Rural Sub County,KE_SubCounty_3072,,,
2021,2021,2021,,d3hSQ3EtnPk,Kitui South Sub County,KE_SubCounty_3069,,,
2021,2021,2021,,cmWAJB5kCDW,Kitui West Sub County,KE_SubCounty_3073,,,
2021,2021,2021,,uE7HKhqPOtf,Mwingi Central Sub County,KE_SubCounty_3074,,,
2021,2021,2021,,KXM9VnhuLfP,Mwingi North Sub County,KE_SubCounty_3076,,,
2021,2021,2021,,svwbDnzhgik,Mwingi West Sub County,KE_SubCounty_3075,,,
2021,2021,2021,,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,,
2021,2021,2021,,TdcYaufNV4p,Lunga Lunga Sub County,KE_SubCounty_3079,,,
2021,2021,2021,,wUNEDOnx9uB,Matuga Sub County,KE_SubCounty_3078,,,
2021,2021,2021,,ADMywdLwoRX,Msambweni Sub County,KE_SubCounty_3080,,,
2021,2021,2021,,TnCu7j4XNj6,Samburu Sub County,,,,
2021,2021,2021,,pF6qPMIlHte,Laikipia East Sub County,KE_SubCounty_3086,,,
2021,2021,2021,,RJyUfi5BQUm,Laikipia North Sub County,KE_SubCounty_3085,,,
2021,2021,2021,,pXbWrnFPpKb,Laikipia West Sub County,KE_SubCounty_3087,,,
2021,2021,2021,,nfJoTgKpwCg,Lamu Central Sub County,KE_SubCounty_3262,,,
2021,2021,2021,,cwnqFyTJIgX,Lamu East Sub County,KE_SubCounty_3090,,,
2021,2021,2021,,Lfxw0DfD4jN,Lamu West Sub County,KE_SubCounty_3089,,,
2021,2021,2021,,BxfsSc6Svrc,Athi River Sub County,KE_SubCounty_3093,,,
2021,2021,2021,,pJDgmrxMQTn,Kalama Sub County,KE_SubCounty_3254,,,
2021,2021,2021,,vMPhBuymSKt,Kangundo Sub County,KE_SubCounty_3096,,,
2021,2021,2021,,iCey76HYgLP,Kathiani Sub County,KE_SubCounty_3094,,,
2021,2021,2021,,KXc4ez8OAFz,Machakos Sub County,KE_SubCounty_3092,,,
2021,2021,2021,,hpcb7MYi6nc,Masinga Sub County,KE_SubCounty_3098,Masinga Constituency is an electoral constituency in Kenya. It is one of the constituencies in Machakos County,,
2021,2021,2021,,GnixPSqaV6D,Matungulu Sub County,KE_SubCounty_3095,,,
2021,2021,2021,,fYYivceocJ2,Mwala Sub County,KE_SubCounty_3091,,,
2021,2021,2021,,CeukNtGhW7J,Yatta Sub County,KE_SubCounty_3097,,,
2021,2021,2021,,pKJ4NZGPzTA,Kaiti Sub County,KE_SubCounty_3251,,,
2021,2021,2021,,ZhhyithPNoI,Kibwezi East Sub County,KE_SubCounty_3099,,,
2021,2021,2021,,toa2Hl7iVQI,Kibwezi West Sub County,KE_SubCounty_3081,,,
2021,2021,2021,,XAy1bjurhLU,Kilome Sub County,KE_SubCounty_3083,,,
2021,2021,2021,,AIGIQpolMRn,Makueni Sub County,KE_SubCounty_3082,,,
2021,2021,2021,,jxjGWCdfsib,Mbooni Sub County,KE_SubCounty_3084,,,
2021,2021,2021,,QiXBA5Ji7dA,Arabia Sub County,KE_SubCounty_3272,,,
2021,2021,2021,,hCvlJNjyZna,Banissa Sub County,KE_SubCounty_3104,,,
2021,2021,2021,,iGkXVHBAqXX,Kiliwehiri Sub County,KE_SubCounty_3273,,,
2021,2021,2021,,iGFdm333PJ2,Kutulo Sub County,KE_SubCounty_3258,,,
2021,2021,2021,,nsfbHBS9tMT,Lafey Sub County,KE_SubCounty_3100,,,
2021,2021,2021,,fGr9rRvaovO,Mandera East Sub County,KE_SubCounty_3101,,,
2021,2021,2021,,jrm0uyLXnC1,Mandera North Sub County,KE_SubCounty_3103,,,
2021,2021,2021,,qyhVIMG2rUw,Mandera South Sub County,KE_SubCounty_3102,,,
2021,2021,2021,,H5RvDZkoDJL,Mandera West Sub County,KE_SubCounty_3105,,,
2021,2021,2021,,eZpy65ooW0m,Laisamis Sub County,KE_SubCounty_3106,,,
2021,2021,2021,,sZjPgbWI5ra,Moyale Sub County,KE_SubCounty_3109,,,
2021,2021,2021,,j6fqt5TYqPZ,North Horr Sub County,KE_SubCounty_3108,,,
2021,2021,2021,,WILszL634oZ,Saku Sub County,KE_SubCounty_3107,,,
2021,2021,2021,,xN5aPo4ZOIt,Buuri East Sub County,KE_SubCounty_3111,,,
2021,2021,2021,,XlYC8FMUgxi,Buuri West Sub County,KE_SubCounty_3260,,,
2021,2021,2021,,TPfcUHno8oP,Igembe Central Sub County,KE_SubCounty_3117,,,
2021,2021,2021,,G9DoZvSdGLx,Igembe North Sub County,KE_SubCounty_3116,,,
2021,2021,2021,,wtuGWT7KjVm,Igembe South Sub County,KE_SubCounty_3118,,,
2021,2021,2021,,OnNcTsJgfvL,Imenti Central Sub County,KE_SubCounty_3112,,,
2021,2021,2021,,BDxUGx86itV,Imenti North Sub County,KE_SubCounty_3113,,,
2021,2021,2021,,AFIlzKNxXST,Imenti South Sub County,KE_SubCounty_3110,,,
2021,2021,2021,,NIVPdmQjQKg,Tigania Central Sub County,KE_SubCounty_3261,,,
2021,2021,2021,,U3lGZ71W9Te,Tigania East Sub County,KE_SubCounty_3114,,,
2021,2021,2021,,Q4xAPhWUnYC,Tigania West Sub County,KE_SubCounty_3115,,,
2021,2021,2021,,ka9Uv3Ckcbd,Awendo Sub County,KE_SubCounty_3125,,,
2021,2021,2021,,THm2tCJa2ZQ,Kuria East Sub County,KE_SubCounty_3119,,,
2021,2021,2021,,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,,
2021,2021,2021,,D2lsuEzZAJP,Nyatike Sub County,KE_SubCounty_3121,,,
2021,2021,2021,,fT37q3rXQ35,Rongo Sub County,KE_SubCounty_3126,,,
2021,2021,2021,,nHEr5EciFh0,Suna East Sub County,KE_SubCounty_3124,,,
2021,2021,2021,,VtuwXD7O1O9,Suna West Sub County,KE_SubCounty_3123,,,
2021,2021,2021,,fCInDXluNhx,Uriri Sub County,KE_SubCounty_3122,,,
2021,2021,2021,,OvI6w06DhPJ,Changamwe Sub County,KE_SubCounty_3132,,,
2021,2021,2021,,vSISrsNNHwq,Jomvu Sub County,KE_SubCounty_3131,,,
2021,2021,2021,,C1hO6wNOgrH,Kisauni Sub County,KE_SubCounty_3130,,,
2021,2021,2021,,iy93Mmi73Or,Likoni Sub County,KE_SubCounty_3128,,,
2021,2021,2021,,C1xuoa1NAMm,Mvita Sub County,KE_SubCounty_3127,,,
2021,2021,2021,,sr8WEz03EnP,Nyali Sub County,KE_SubCounty_3129,,,
2021,2021,2021,,Z7ALMtFNfeZ,Gatanga Sub County,KE_SubCounty_3133,,,
2021,2021,2021,,ETGSIeGBsqt,Ithanga Sub County,,,,
2021,2021,2021,,s2jeo1C9aM8,Kahuro Sub County,,,,
2021,2021,2021,,gwYTo0wITYX,Kandara Sub County,KE_SubCounty_3134,,,
2021,2021,2021,,U9CLTNIwehR,Kangema Sub County,KE_SubCounty_3252,,,
2021,2021,2021,,tyfDsdZ1h3R,Kigumo Sub County,KE_SubCounty_3136,,,
2021,2021,2021,,VDlzh6w4LKv,Kiharu Sub County,KE_SubCounty_3137,,,
2021,2021,2021,,u7Gkh63FYe4,Mathioya Sub County,KE_SubCounty_3138,,,
2021,2021,2021,,l46g2PZUjoh,Muranga South Sub County,KE_SubCounty_3135,,,
2021,2021,2021,,CcTr4bcVGAG,Dagoretti North Sub County,KE_SubCounty_3154,,,
2021,2021,2021,,sqNWYDHZZ6W,Dagoretti South Sub County,KE_SubCounty_3153,,,
2021,2021,2021,,XvpLXU47BKs,Embakasi Central Sub County,KE_SubCounty_3145,,,
2021,2021,2021,,gD4xxgDGJ4Y,Embakasi East Sub County,KE_SubCounty_3144,,,
2021,2021,2021,,SSz1iOv28Jk,Embakasi North Sub County,KE_SubCounty_3146,,,
2021,2021,2021,,aDp1odOWYC1,Embakasi South Sub County,KE_SubCounty_3147,,,
2021,2021,2021,,aCwUX5V42Zz,Embakasi West Sub County,KE_SubCounty_3143,,,
2021,2021,2021,,qoLIT7y5f5c,Kamukunji Sub County,KE_SubCounty_3141,,,
2021,2021,2021,,FoqzDgIByL6,Kasarani Sub County,KE_SubCounty_3149,,,
2021,2021,2021,,LO5he3DtiFG,Kibra Sub County,KE_SubCounty_3151,,,
2021,2021,2021,,aTGYlhEw2Xx,Langata Sub County,KE_SubCounty_3152,,,
2021,2021,2021,,wwROy3Qkwin,Makadara Sub County,KE_SubCounty_3142,,,
2021,2021,2021,,gh2kzpOFCeF,Mathare Sub County,KE_SubCounty_3139,,,
2021,2021,2021,,j7GpbairCOi,Roysambu Sub County,KE_SubCounty_3150,,,
2021,2021,2021,,Cc8uEFkzfVf,Ruaraka Sub County,KE_SubCounty_3148,,,
2021,2021,2021,,nKHlZyN0lt9,Starehe Sub County,KE_SubCounty_3140,,,
2021,2021,2021,,f1T0Ltob8VQ,Westlands Sub County,KE_SubCounty_3155,Subcounty,,
2021,2021,2021,,hBU8B1KI12P,Gilgil Sub County,KE_SubCounty_3163,Sub county level Office,,
2021,2021,2021,,QBwORnYdu0e,Kuresoi North Sub County,KE_SubCounty_3161,,,
2021,2021,2021,,QwGkDS0DNls,Kuresoi South Sub County,KE_SubCounty_3162,,,
2021,2021,2021,,RJ4LGJiSHFg,Molo Sub County,KE_SubCounty_3166,,,
2021,2021,2021,,yZJJPoSGhY6,Naivasha Sub County,KE_SubCounty_3164,,,
2021,2021,2021,,FBJ9Y11esHS,Nakuru East Sub County,KE_SubCounty_3156,,,
2021,2021,2021,,nwh9bXKykiS,Nakuru North Sub County,KE_SubCounty_3158,,,
2021,2021,2021,,KTayLusaU5I,Nakuru West Sub County,KE_SubCounty_3157,,,
2021,2021,2021,,gSJXzH1DM75,Njoro Sub County,KE_SubCounty_3165,,,
2021,2021,2021,,OK0hW8DFHq3,Rongai Sub County,KE_SubCounty_3159,,,
2021,2021,2021,,zQEuNRaPYgE,Subukia Sub County,KE_SubCounty_3160,,,
2021,2021,2021,,Sq2fLWnOCGg,Aldai Sub County,KE_SubCounty_3171,,,
2021,2021,2021,,xLWuQq3DjOR,Chesumei Sub County,KE_SubCounty_3169,,,
2021,2021,2021,,Njv37QXxNy2,Emgwen Sub County,KE_SubCounty_3168,,,
2021,2021,2021,,Xtb7tbJpk9p,Mosop Sub County,KE_SubCounty_3167,,,
2021,2021,2021,,W6Err8cQf5J,Nandi Hills Sub County,KE_SubCounty_3170,,,
2021,2021,2021,,NPYRMdqrK6L,Tinderet Sub County,KE_SubCounty_3172,,,
2021,2021,2021,,zGJ7QQlAMYD,Narok Central Sub County,3274,,,
2021,2021,2021,,gZM3NbHaugk,Narok East Sub County,KE_SubCounty_3175,,,
2021,2021,2021,,fNROL0qm8De,Narok North Sub County,KE_SubCounty_3176,,,
2021,2021,2021,,bnYzgzYe2Z7,Narok South Sub County,KE_SubCounty_3174,,,
2021,2021,2021,,ouA247cg58A,Narok West Sub County,KE_SubCounty_3173,,,
2021,2021,2021,,PGTkGnIAZuy,Transmara East Sub County,KE_SubCounty_3177,,,
2021,2021,2021,,xAl2ixfcOFU,Transmara South Sub County,3275,,,
2021,2021,2021,,Nb6e34jNGAq,Transmara West Sub County,KE_SubCounty_3178,,,
2021,2021,2021,,ABuzigW8Lzw,Borabu Sub County,KE_SubCounty_3179,,,
2021,2021,2021,,f3AcdRzgTwz,Manga Sub County,KE_SubCounty_3183,Sub County,,
2021,2021,2021,,Qn5Fff2lIDz,Masaba North Sub County,KE_SubCounty_3182,,,
2021,2021,2021,,v5qbFUgfIoF,Nyamira North Sub County,KE_SubCounty_3180,,,
2021,2021,2021,,cxjRPbvhjzr,Nyamira Sub County,KE_SubCounty_3181,,,
2021,2021,2021,,RAnL5kBKMIt,Kinangop Sub County,KE_SubCounty_3188,,,
2021,2021,2021,,KlVgeHmvG6n,Kipipiri Sub County,KE_SubCounty_3187,,,
2021,2021,2021,,EESGLsSLTqH,Ndaragwa Sub County,KE_SubCounty_3184,"Ndaragwa sub county is one among the five sub counties comprising The Nyandarua county. Ndaragwa is the constituency with a population of  103,603 in 2016 based on population projection of 92,626 in 2009 census.",,
2021,2021,2021,,fVSw60UAC3W,Oljoroorok Sub County,KE_SubCounty_3185,"Oljoroorok is one of the five Sub counties in Nyandarua County. It has a population of 97508 FY 2017/2018 as per 2009 pn, census",,
2021,2021,2021,,Lm9RMwhIu3G,Olkalou Sub County,KE_SubCounty_3186,,,
2021,2021,2021,,YXt5ETQPRlB,Kieni East Sub County,KE_SubCounty_3194,,,
2021,2021,2021,,odOtfcaMg4p,Kieni West Sub County,KE_SubCounty_3195,,,
2021,2021,2021,,vznKK4IegIL,Mathira East Sub County,KE_SubCounty_3192,,,
2021,2021,2021,,msIc1uFAY6B,Mathira West Sub County,KE_SubCounty_3193,,,
2021,2021,2021,,zT8Zj5vNYCy,Mukurweini Sub County,KE_SubCounty_3190,,,
2021,2021,2021,,GXnD5lHeanK,Nyeri Central Sub County,KE_SubCounty_3189,,,
2021,2021,2021,,dd7jowvUO95,Nyeri South Sub County,KE_SubCounty_3191,,,
2021,2021,2021,,YT3tecc4atw,Tetu Sub County,KE_SubCounty_3196,,,
2021,2021,2021,,EmQRGVtvWy3,Samburu Central Sub County,KE_SubCounty_3199,,,
2021,2021,2021,,ldZ10N9unC9,Samburu East Sub County,KE_SubCounty_3197,,,
2021,2021,2021,,E2DGjZRlwbY,Samburu North Sub County,KE_SubCounty_3198,,,
2021,2021,2021,,Cu46otDi1RO,Alego Usonga Sub County,KE_SubCounty_3203,,,
2021,2021,2021,,JNvqpOnKfGR,Bondo Sub County,KE_SubCounty_3201,,,
2021,2021,2021,,PKeFksHlJkB,Gem Sub County,KE_SubCounty_3202,,,
2021,2021,2021,,XcRpb1xsM64,Rarieda Sub County,KE_SubCounty_3200,,,
2021,2021,2021,,InECuIlzJGx,Ugenya Sub County,KE_SubCounty_3205,,,
2021,2021,2021,,m9nsQ1MXlVU,Ugunja Sub County,KE_SubCounty_3204,,,
2021,2021,2021,,IBDoGsLdhvt,Mwatate Sub County,KE_SubCounty_3207,,,
2021,2021,2021,,jNzRdAwjaQ1,Taveta Sub County,KE_SubCounty_3209,,,
2021,2021,2021,,yoGLpCTgjed,Voi Sub County,KE_SubCounty_3206,,,
2021,2021,2021,,AM36DdkZ36Y,Wundanyi Sub County,KE_SubCounty_3208,,,
2021,2021,2021,,yWPcTwGwQ2B,Bura Sub County,KE_SubCounty_3249,,,
2021,2021,2021,,A4SNYCxrrnv,Galole Sub County,KE_SubCounty_3248,,,
2021,2021,2021,,Lj0mu9j58Ss,Garsen Sub County,KE_SubCounty_3250,,,
2021,2021,2021,,JmE1qRVQD4F,Chuka Sub County,KE_SubCounty_3213,Chuka Town -Along Nairobi Meru Highway,,
2021,2021,2021,,yXwsnpFBIPW,Igambangombe Sub County,KE_SubCounty_3256,,,
2021,2021,2021,,gLD3Q9fHpvy,Muthambi Sub County,KE_SubCounty_3259,,,
2021,2021,2021,,wQ8XjZ7zVwL,Mwimbi Sub County,KE_SubCounty_3214,,,
2021,2021,2021,,ZNXf7qiVh3t,Tharaka North Sub County,KE_SubCounty_3212,,,
2021,2021,2021,,Yz1V5Cx8CO2,Tharaka South Sub County,KE_SubCounty_3211,,,
2021,2021,2021,,f18kGo9yXWo,Cherangany Sub County,KE_SubCounty_3215,,,
2021,2021,2021,,PsjxYLsJSIp,Endebess Sub County,KE_SubCounty_3218,subcounty,,
2021,2021,2021,,pzZHpL2ueIn,Kiminini Sub County,KE_SubCounty_3216,,,
2021,2021,2021,,ABy8CNqf2e7,Kwanza Sub County,KE_SubCounty_3219,,,
2021,2021,2021,,y2M16lesMsF,Saboti Sub County,KE_SubCounty_3217,,,
2021,2021,2021,,FKt9UVErwh3,Aroo Sub County,,,,
2021,2021,2021,,AXNntZ7T30a,Kibish Sub County,KE_SubCounty_3226,,,
2021,2021,2021,,OZiGQn2R8kK,Loima Sub County,KE_SubCounty_3222,,,
2021,2021,2021,,tKOna0n1Nmk,Lokichoggio Sub County,,,,
2021,2021,2021,,UGFoTN6rMVy,Lokiriama Sub County,,,,
2021,2021,2021,,m1X5Chs8cRL,Suguta Sub county,,,,
2021,2021,2021,,zd8rhYqGowE,Turkana Central Sub County,KE_SubCounty_3223,,,
2021,2021,2021,,dr8gOvVAdiE,Turkana East Sub County,KE_SubCounty_3220,,,
2021,2021,2021,,mWpq607yRXh,Turkana North Sub County,KE_SubCounty_3225,,,
2021,2021,2021,,iTw0sFjlqZ2,Turkana South Sub County,KE_SubCounty_3221,,,
2021,2021,2021,,HK5SUCMQmsw,Turkana West Sub County,KE_SubCounty_3224,,,
2021,2021,2021,,mYlMs4xTj82,Ainabkoi Sub County,KE_SubCounty_3229,,,
2021,2021,2021,,u9yagZzK49q,Kapseret Sub County,KE_SubCounty_3228,,,
2021,2021,2021,,dKHnvt7gleN,Kesses Sub County,KE_SubCounty_3227,,,
2021,2021,2021,,q8R0FA1hxnP,Moiben Sub County,KE_SubCounty_3230,,,
2021,2021,2021,,lmr1q6dTaso,Soy Sub County,KE_SubCounty_3232,,,
2021,2021,2021,,KuprsuBe1l0,Turbo Sub County,KE_SubCounty_3231,,,
2021,2021,2021,,Lpy789vqRC6,Emuhaya Sub County,KE_SubCounty_3233,,,
2021,2021,2021,,BXaq5PxSfz2,Hamisi Sub County,KE_SubCounty_3235,,,
2021,2021,2021,,lkYdgjRSOoE,Luanda Sub County,KE_SubCounty_3234,,,
2021,2021,2021,,urtJSF5jcBC,Sabatia Sub County,KE_SubCounty_3236,,,
2021,2021,2021,,OOF3UX4yOt7,Vihiga Sub County,KE_SubCounty_3237,,,
2021,2021,2021,,x6Z1sBeiyqQ,Eldas Sub County,KE_SubCounty_3239,,,
2021,2021,2021,,fmNokBURXjM,Tarbaj Sub County,KE_SubCounty_3241,,,
2021,2021,2021,,uov0yFMw9Qm,Wajir East Sub County,KE_SubCounty_3242,,,
2021,2021,2021,,qsjAa8FE8OS,Wajir North Sub County,KE_SubCounty_3243,,,
2021,2021,2021,,U7KFQn3Up3o,Wajir South Sub County,KE_SubCounty_3238,,,
2021,2021,2021,,X98G0eIWdmP,Wajir West Sub County,KE_SubCounty_3240,,,
2021,2021,2021,,wwDtq26ddp6,Kacheliba Sub County,KE_SubCounty_3264,,,
2021,2021,2021,,LpwqSz9xMIj,Kipkomo Sub County,KE_SubCounty_3263,,,
2021,2021,2021,,SCbMzaOeTuR,Pokot Central Sub County,KE_SubCounty_3246,,,
2021,2021,2021,,YXpHG1Ez8V2,Pokot North Sub County,KE_SubCounty_3245,,,
2021,2021,2021,,u2zJahNiSP5,Pokot South Sub County,KE_SubCounty_3244,,,
2021,2021,2021,,ylWg6VvADJE,West Pokot Sub County,KE_SubCounty_3247,,,
2022,2022,2022,,k7Rj54u6dMx,Baringo Central Sub County,KE_SubCounty_2956,,80.94,67.07
2022,2022,2022,,bqtTmWcikTN,Baringo North Sub County,KE_SubCounty_2957,,78.11,55.21
2022,2022,2022,,Yl9UDBnDvvW,Koibatek Sub County,KE_SubCounty_2953,,80.3,59.93
2022,2022,2022,,dSLnPmNlm8Q,Marigat Sub County,KE_SubCounty_2955,,116.08,89.71
2022,2022,2022,,k5sxmlXAtIg,Mogotio Sub County,KE_SubCounty_2954,,87.74,63.06
2022,2022,2022,,st4v8xfqgJf,Tiaty East Sub County,KE_SubCounty_2958,,109.74,23.88
2022,2022,2022,,Mk4bMOSMRTB,Tiaty West Sub County,KE_SubCounty_3253,,94.14,17.85
2022,2022,2022,,m9gdonbVXjZ,Bomet Central Sub County,KE_SubCounty_2960,,85.3,67.96
2022,2022,2022,,OZNRpww2TUK,Bomet East Sub County,KE_SubCounty_2961,,104.92,63.18
2022,2022,2022,,PUhMyfDD2xp,Chepalungu Sub County,KE_SubCounty_2962,,98.58,72.2
2022,2022,2022,,PLFoYJO8MVS,Konoin Sub County,KE_SubCounty_2959,konoin,69.68,55.0
2022,2022,2022,,KyuSYunELJI,Sotik Sub County,KE_SubCounty_2963,,69.37,58.83
2022,2022,2022,,jkQZEow83MX,Bumula Sub County,KE_SubCounty_2969,,85.42,49.31
2022,2022,2022,,NZphHeczehh,Cheptais Sub County,KE_SubCounty_1289,,74.12,38.83
2022,2022,2022,,k1mze33jOs0,Kabuchai Sub County,KE_SubCounty_2970,,78.92,40.05
2022,2022,2022,,CUjthlounWV,Kanduyi Sub County,KE_SubCounty_2968,,80.75,45.32
2022,2022,2022,,AphsS3lJwKU,Kimilili Sub County,KE_SubCounty_2965,,95.63,51.62
2022,2022,2022,,ZCYATXdLsL1,Mt Elgon Sub County,KE_SubCounty_2972,,95.36,48.49
2022,2022,2022,,whWfFA9D7td,Sirisia Sub County,KE_SubCounty_2971,,94.34,50.22
2022,2022,2022,,orUwYD52An3,Tongaren Sub County,KE_SubCounty_2964,,89.92,58.22
