periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Proportion of under 1 year receiving vaccine against Measles and Rubella 1,Proportion of under two years receiving  vaccine against Measles and Rubella 2
2022,2022,2022,,f4AOiG8fYtn,Webuye East Sub County,KE_SubCounty_2967,,78.32,44.31
2022,2022,2022,,aqYhbqKclsI,Webuye West Sub County,KE_SubCounty_2966,,92.29,46.06
2022,2022,2022,,zI6vnsXresW,Bunyala Sub County,KE_SubCounty_2973,,86.58,53.78
2022,2022,2022,,RIBiZFJxB1K,Butula Sub County,KE_SubCounty_2975,,85.95,52.39
2022,2022,2022,,tvkI2HSIRW9,Matayos Sub County,KE_SubCounty_2976,,125.62,74.93
2022,2022,2022,,e1J7R103h8I,Nambale Sub County,KE_SubCounty_2977,,92.79,58.68
2022,2022,2022,,NHRktMsAkO1,Samia Sub County,KE_SubCounty_2974,,77.09,53.36
2022,2022,2022,,iyOe3zltlp6,Teso Central Sub County,3276,,,
2022,2022,2022,,GpEIlwz3FvT,Teso North Sub County,KE_SubCounty_2979,,86.08,52.79
2022,2022,2022,,EhchjCHkhJ9,Teso South Sub County,KE_SubCounty_2978,,32.17,19.1
2022,2022,2022,,rlWH0Ac9vjc,Keiyo North Sub County,KE_SubCounty_2981,,70.83,56.5
2022,2022,2022,,SOEG546PqbA,Keiyo South Sub County,KE_SubCounty_2980,,74.41,56.08
2022,2022,2022,,EZraJgLdRLX,Marakwet East Sub County,KE_SubCounty_2982,,72.14,37.07
2022,2022,2022,,fNCuk4Lpsnh,Marakwet West Sub County,KE_SubCounty_2983,,84.66,57.18
2022,2022,2022,,IPOMRXiYjxr,Manyatta Sub County,KE_SubCounty_2987,,84.12,73.93
2022,2022,2022,,eYBXetGx8xF,Mbeere North Sub County,KE_SubCounty_2984,,101.92,81.96
2022,2022,2022,,AvnM6jKoocs,Mbeere South Sub County,KE_SubCounty_2985,SUB COUNTY,61.52,51.81
2022,2022,2022,,rBKASpHJblX,Mwea Sub County,3266,,,
2022,2022,2022,,kMSLkN4nsRl,Runyenjes Sub County,KE_SubCounty_2986,,88.43,77.26
2022,2022,2022,,FGBNPr91pXH,Balambala Sub County,KE_SubCounty_2993,,77.12,31.75
2022,2022,2022,,wYTqff68aVM,Dadaab Refugee Camp Sub County,,,74.6,52.04
2022,2022,2022,,EW4Jw4dVWBt,Dadaab Sub County,KE_SubCounty_2991,,93.71,60.99
2022,2022,2022,,RScEHA3V38d,Fafi Sub County,KE_SubCounty_2990,,72.43,29.92
2022,2022,2022,,lQkHbTC1iRg,Garissa Sub County,KE_SubCounty_2994,,94.22,41.51
2022,2022,2022,,uyeif4CPqHt,Hulugho Sub County,KE_SubCounty_2989,,79.98,49.52
2022,2022,2022,,l5E6PiIUs1J,Ijara Sub County,KE_SubCounty_2988,One of the sub counties within Garissa County,95.09,32.44
2022,2022,2022,,J69iWev2zwu,Lagdera Sub County,KE_SubCounty_2992,,78.69,43.43
2022,2022,2022,,Ur2xRBDtazT,Homa Bay Town Sub County,KE_SubCounty_2998,,103.51,45.03
2022,2022,2022,,i2Y2fyNoFyZ,Ndhiwa Sub County,KE_SubCounty_2997,,91.69,40.36
2022,2022,2022,,BzFBYZhF5fx,Rachuonyo East Sub County,KE_SubCounty_3001,Sub County,71.58,40.84
2022,2022,2022,,fmsyW02tPng,Rachuonyo North  Sub County,KE_SubCounty_3000,,75.13,31.75
2022,2022,2022,,NhsAMiaS0TD,Rachuonyo South Sub County,KE_SubCounty_3002,,76.23,47.36
2022,2022,2022,,iK2Jk2AxhlD,Rangwe Sub County,KE_SubCounty_2999,Sub County,88.77,42.05
2022,2022,2022,,mCGytMcMf6y,Suba North Sub County,KE_SubCounty_2996,,61.32,31.18
2022,2022,2022,,HoRW5aISmiD,Suba South Sub County,KE_SubCounty_2995,,78.93,27.75
2022,2022,2022,,MYSShwNcjzb,Suba West Sub County,3265,,,
2022,2022,2022,,ecl4YnDebUi,Garbatulla Sub County,KE_SubCounty_3003,,53.52,18.63
2022,2022,2022,,I2LYLqKU6AW,Isiolo Sub County,KE_SubCounty_3004,,130.31,79.2
2022,2022,2022,,NrGORu301bx,Merti Sub County,KE_SubCounty_3005,,87.93,42.28
2022,2022,2022,,SZapM1R0Kti,Kajiado Central Sub County,KE_SubCounty_3009,,105.31,45.85
2022,2022,2022,,g6gTzQ5nfYq,Kajiado East Sub County,KE_SubCounty_3008,,87.33,59.23
2022,2022,2022,,BLz1HkvvMkA,Kajiado North Sub County,KE_SubCounty_3010,,88.47,63.39
2022,2022,2022,,wYsCfCAUWNB,Kajiado West Sub County,KE_SubCounty_3007,,85.32,42.82
2022,2022,2022,,eyADpAXM834,Loitokitok Sub County,KE_SubCounty_3006,,105.62,81.62
2022,2022,2022,,K7mZpm8COh7,Butere Sub County,KE_SubCounty_3014,,77.39,58.44
2022,2022,2022,,BE6HMtlHyl1,Ikolomani Sub County,KE_SubCounty_3011,,86.8,59.54
2022,2022,2022,,UhQS2Mv0PCK,Khwisero Sub County,KE_SubCounty_3013,,79.84,51.15
2022,2022,2022,,wMv0s3U2nnG,Likuyani Sub County,KE_SubCounty_3021,,75.18,48.94
2022,2022,2022,,ZOdhgR19Akq,Lugari Sub County,KE_SubCounty_3022,,81.25,52.0
2022,2022,2022,,Y3NjAhiBaZT,Lurambi Sub County,KE_SubCounty_3019,,89.04,55.18
2022,2022,2022,,ES1CWa4AJmJ,Malava Sub County,KE_SubCounty_3020,,94.72,60.65
2022,2022,2022,,ssbO49f0iLN,Matungu Sub County,KE_SubCounty_3015,,83.54,50.64
2022,2022,2022,,FBteTV1eqB6,Mumias East Sub County,KE_SubCounty_3016,,78.8,45.34
2022,2022,2022,,uRl5fBkhpcE,Mumias West Sub County,KE_SubCounty_3017,,98.07,59.51
2022,2022,2022,,G6PJ5kFVAuO,Navakholo Sub County,KE_SubCounty_3018,,89.27,51.56
2022,2022,2022,,sjlSPeRgl7d,Shinyalu Sub County,KE_SubCounty_3012,,75.67,47.75
2022,2022,2022,,GshNTMZJ5r1,Ainamoi Sub County,KE_SubCounty_3026,,111.39,73.99
2022,2022,2022,,YnIAWg1T4AY,Belgut Sub County,KE_SubCounty_3024,,64.62,53.78
2022,2022,2022,,wt8cPHWfkfu,Bureti Sub County,KE_SubCounty_3025,,82.79,66.31
2022,2022,2022,,gU0Cz7Qlfss,Kipkelion East Sub County,KE_SubCounty_3028,,78.67,69.88
2022,2022,2022,,Taw0Zg7nArd,Kipkelion West Sub County,KE_SubCounty_3027,,82.62,63.58
2022,2022,2022,,ScLzA7tQxrH,Sigowet/Soin Sub County,KE_SubCounty_3023,,69.44,53.03
2022,2022,2022,,HEsM6W2ImQR,Gatundu North Sub County,KE_SubCounty_3039,,95.74,74.5
2022,2022,2022,,EcRytSSIkUq,Gatundu South Sub County,KE_SubCounty_3040,,85.7,66.38
2022,2022,2022,,E7tkGikenbD,Githunguri Sub County,KE_SubCounty_3035,,84.36,70.78
2022,2022,2022,,aiqi2bz0IMI,Juja Sub County,KE_SubCounty_3038,,83.59,68.53
2022,2022,2022,,lb5LzWiUX8Y,Kabete Sub County,KE_SubCounty_3032,,73.62,61.12
2022,2022,2022,,oMaQgNIs85x,Kiambaa Sub County,KE_SubCounty_3033,,84.75,64.27
2022,2022,2022,,SBz4c48i24Y,Kiambu Town Sub County,KE_SubCounty_3034,,120.88,91.44
2022,2022,2022,,jOVcLeZQSsS,Kikuyu Sub County,KE_SubCounty_3031,,78.89,63.33
2022,2022,2022,,nCziQtZ49jj,Lari Sub County,KE_SubCounty_3029,,83.76,60.52
2022,2022,2022,,xhVi71INcFs,Limuru Sub County,KE_SubCounty_3030,,92.11,76.47
2022,2022,2022,,TPRNJqSm4lK,Ruiru Sub County,KE_SubCounty_3036,,121.86,96.82
2022,2022,2022,,YZAZ1a9MIvX,Thika Town Sub County,KE_SubCounty_3037,,160.5,122.23
2022,2022,2022,,x7qUMtZZvo9,Ganze Sub County,KE_SubCounty_3043,,78.14,57.66
2022,2022,2022,,tSKDWoVKiPo,Kaloleni Sub County,KE_SubCounty_3045,,74.72,47.06
2022,2022,2022,,MEkEH8ZmcOU,Kilifi North Sub County,KE_SubCounty_3047,Sub County,91.64,58.09
2022,2022,2022,,xWAZBULwGxp,Kilifi South Sub County,KE_SubCounty_3046,,82.75,55.64
2022,2022,2022,,KMWrMZrlO5u,Magarini Sub County,KE_SubCounty_3041,,84.23,52.86
2022,2022,2022,,lGg3wEy784X,Malindi Sub County,KE_SubCounty_3042,,82.71,55.22
2022,2022,2022,,hJf4rt7cvI6,Rabai Sub County,KE_SubCounty_3044,,63.19,51.24
2022,2022,2022,,JKNaaTjVapG,Kirinyaga Central Sub County,KE_SubCounty_3048,,100.9,89.48
2022,2022,2022,,yOaHQLOLd1H,Kirinyaga East Sub County,KE_SubCounty_3050,,70.2,61.55
2022,2022,2022,,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,KE_SubCounty_3052,,106.59,93.41
2022,2022,2022,,jHmpQUlnkQk,Kirinyaga South Sub County,KE_SubCounty_3051,,117.98,100.2
2022,2022,2022,,A34NiI4rgnf,Kirinyaga West Sub County,KE_SubCounty_3049,,104.98,96.97
2022,2022,2022,,cooDDG3Lh3A,Bobasi Sub County,KE_SubCounty_3058,,67.32,48.67
2022,2022,2022,,ntRK47D5dYL,Bomachoge Borabu Sub County,KE_SubCounty_3059,,69.44,46.93
2022,2022,2022,,YqYSkwmOtiR,Bomachoge Chache Sub County,KE_SubCounty_3057,,120.33,73.08
2022,2022,2022,,zCCIu1Vi3Wh,Bonchari Sub County,KE_SubCounty_3061,,83.97,57.52
2022,2022,2022,,cQkF9l9wePP,Kitutu Chache North Sub County,KE_SubCounty_3054,,72.78,59.81
2022,2022,2022,,gPR82w2xgJZ,Kitutu Chache South Sub County,KE_SubCounty_3053,,104.42,68.38
2022,2022,2022,,fFh3beH29fD,Nyaribari Chache Sub County,KE_SubCounty_3055,,83.35,62.07
2022,2022,2022,,A6Sj8RumZ0m,Nyaribari Masaba Sub County,KE_SubCounty_3056,,102.27,80.23
2022,2022,2022,,WHG67QCDRS9,South Mugirango Sub County,KE_SubCounty_3060,,77.06,43.32
2022,2022,2022,,OpLt8IgyHop,Kisumu Central Sub County,KE_SubCounty_3066,,114.06,71.06
2022,2022,2022,,PRpKwAloU5b,Kisumu East Sub County,KE_SubCounty_3068,,77.25,39.3
2022,2022,2022,,YzEDO9Mq4TR,Kisumu West Sub County,KE_SubCounty_3067,,87.9,54.22
2022,2022,2022,,NmbwkQ5r5cB,Muhoroni Sub County,KE_SubCounty_3063,,83.34,48.67
2022,2022,2022,,kBQIjtWUBqj,Nyakach Sub County,KE_SubCounty_3062,,90.3,50.71
2022,2022,2022,,iRK9uABUTVZ,Nyando Sub County,KE_SubCounty_3064,,90.44,48.61
2022,2022,2022,,LRNmnMw1fBs,Seme Sub County,KE_SubCounty_3065,,81.78,47.42
2022,2022,2022,,MWqQbxWqACn,Kitui Central Sub County,KE_SubCounty_3071,,98.4,108.13
2022,2022,2022,,d0Gu8FrRM0Y,Kitui East Sub County,KE_SubCounty_3070,,76.78,55.15
2022,2022,2022,,vbauk0RRq9N,Kitui Rural Sub County,KE_SubCounty_3072,,70.48,59.76
2022,2022,2022,,d3hSQ3EtnPk,Kitui South Sub County,KE_SubCounty_3069,,89.43,65.97
2022,2022,2022,,cmWAJB5kCDW,Kitui West Sub County,KE_SubCounty_3073,,76.88,60.9
2022,2022,2022,,uE7HKhqPOtf,Mwingi Central Sub County,KE_SubCounty_3074,,86.31,50.03
2022,2022,2022,,KXM9VnhuLfP,Mwingi North Sub County,KE_SubCounty_3076,,73.26,44.39
2022,2022,2022,,svwbDnzhgik,Mwingi West Sub County,KE_SubCounty_3075,,72.88,52.27
2022,2022,2022,,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,42.98,34.2
2022,2022,2022,,TdcYaufNV4p,Lunga Lunga Sub County,KE_SubCounty_3079,,82.41,61.88
2022,2022,2022,,wUNEDOnx9uB,Matuga Sub County,KE_SubCounty_3078,,76.19,51.51
2022,2022,2022,,ADMywdLwoRX,Msambweni Sub County,KE_SubCounty_3080,,77.47,56.26
2022,2022,2022,,TnCu7j4XNj6,Samburu Sub County,,,,
2022,2022,2022,,pF6qPMIlHte,Laikipia East Sub County,KE_SubCounty_3086,,115.52,76.97
2022,2022,2022,,RJyUfi5BQUm,Laikipia North Sub County,KE_SubCounty_3085,,82.35,44.71
2022,2022,2022,,pXbWrnFPpKb,Laikipia West Sub County,KE_SubCounty_3087,,85.02,67.78
2022,2022,2022,,nfJoTgKpwCg,Lamu Central Sub County,KE_SubCounty_3262,,82.35,44.35
2022,2022,2022,,cwnqFyTJIgX,Lamu East Sub County,KE_SubCounty_3090,,66.71,31.02
2022,2022,2022,,Lfxw0DfD4jN,Lamu West Sub County,KE_SubCounty_3089,,62.49,33.71
2022,2022,2022,,BxfsSc6Svrc,Athi River Sub County,KE_SubCounty_3093,,96.19,71.2
2022,2022,2022,,pJDgmrxMQTn,Kalama Sub County,KE_SubCounty_3254,,90.5,73.56
2022,2022,2022,,vMPhBuymSKt,Kangundo Sub County,KE_SubCounty_3096,,79.81,72.27
2022,2022,2022,,iCey76HYgLP,Kathiani Sub County,KE_SubCounty_3094,,84.58,72.46
2022,2022,2022,,KXc4ez8OAFz,Machakos Sub County,KE_SubCounty_3092,,99.48,79.38
2022,2022,2022,,hpcb7MYi6nc,Masinga Sub County,KE_SubCounty_3098,Masinga Constituency is an electoral constituency in Kenya. It is one of the constituencies in Machakos County,105.1,90.09
2022,2022,2022,,GnixPSqaV6D,Matungulu Sub County,KE_SubCounty_3095,,109.63,83.38
2022,2022,2022,,fYYivceocJ2,Mwala Sub County,KE_SubCounty_3091,,92.7,72.38
2022,2022,2022,,CeukNtGhW7J,Yatta Sub County,KE_SubCounty_3097,,97.47,78.72
2022,2022,2022,,pKJ4NZGPzTA,Kaiti Sub County,KE_SubCounty_3251,,119.65,80.95
2022,2022,2022,,ZhhyithPNoI,Kibwezi East Sub County,KE_SubCounty_3099,,106.51,81.58
2022,2022,2022,,toa2Hl7iVQI,Kibwezi West Sub County,KE_SubCounty_3081,,88.99,70.17
2022,2022,2022,,XAy1bjurhLU,Kilome Sub County,KE_SubCounty_3083,,103.18,74.23
2022,2022,2022,,AIGIQpolMRn,Makueni Sub County,KE_SubCounty_3082,,105.48,77.78
2022,2022,2022,,jxjGWCdfsib,Mbooni Sub County,KE_SubCounty_3084,,97.6,72.69
2022,2022,2022,,QiXBA5Ji7dA,Arabia Sub County,KE_SubCounty_3272,,,
2022,2022,2022,,hCvlJNjyZna,Banissa Sub County,KE_SubCounty_3104,,52.75,16.87
2022,2022,2022,,iGkXVHBAqXX,Kiliwehiri Sub County,KE_SubCounty_3273,,,
2022,2022,2022,,iGFdm333PJ2,Kutulo Sub County,KE_SubCounty_3258,,89.08,25.59
2022,2022,2022,,nsfbHBS9tMT,Lafey Sub County,KE_SubCounty_3100,,79.95,24.1
2022,2022,2022,,fGr9rRvaovO,Mandera East Sub County,KE_SubCounty_3101,,68.66,20.72
2022,2022,2022,,jrm0uyLXnC1,Mandera North Sub County,KE_SubCounty_3103,,96.43,24.47
2022,2022,2022,,qyhVIMG2rUw,Mandera South Sub County,KE_SubCounty_3102,,80.26,24.69
2022,2022,2022,,H5RvDZkoDJL,Mandera West Sub County,KE_SubCounty_3105,,103.52,18.67
2022,2022,2022,,eZpy65ooW0m,Laisamis Sub County,KE_SubCounty_3106,,101.85,47.36
2022,2022,2022,,sZjPgbWI5ra,Moyale Sub County,KE_SubCounty_3109,,84.36,32.14
2022,2022,2022,,j6fqt5TYqPZ,North Horr Sub County,KE_SubCounty_3108,,63.29,43.21
2022,2022,2022,,WILszL634oZ,Saku Sub County,KE_SubCounty_3107,,65.04,47.98
2022,2022,2022,,xN5aPo4ZOIt,Buuri East Sub County,KE_SubCounty_3111,,75.22,62.66
2022,2022,2022,,XlYC8FMUgxi,Buuri West Sub County,KE_SubCounty_3260,,81.64,61.37
2022,2022,2022,,TPfcUHno8oP,Igembe Central Sub County,KE_SubCounty_3117,,82.24,50.38
2022,2022,2022,,G9DoZvSdGLx,Igembe North Sub County,KE_SubCounty_3116,,78.79,52.59
2022,2022,2022,,wtuGWT7KjVm,Igembe South Sub County,KE_SubCounty_3118,,103.53,64.57
2022,2022,2022,,OnNcTsJgfvL,Imenti Central Sub County,KE_SubCounty_3112,,62.78,49.31
2022,2022,2022,,BDxUGx86itV,Imenti North Sub County,KE_SubCounty_3113,,89.15,73.12
2022,2022,2022,,AFIlzKNxXST,Imenti South Sub County,KE_SubCounty_3110,,72.98,56.39
2022,2022,2022,,NIVPdmQjQKg,Tigania Central Sub County,KE_SubCounty_3261,,62.74,48.57
2022,2022,2022,,U3lGZ71W9Te,Tigania East Sub County,KE_SubCounty_3114,,98.5,55.68
2022,2022,2022,,Q4xAPhWUnYC,Tigania West Sub County,KE_SubCounty_3115,,84.14,67.85
2022,2022,2022,,ka9Uv3Ckcbd,Awendo Sub County,KE_SubCounty_3125,,88.72,49.33
2022,2022,2022,,THm2tCJa2ZQ,Kuria East Sub County,KE_SubCounty_3119,,88.81,58.54
2022,2022,2022,,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,78.58,46.96
2022,2022,2022,,D2lsuEzZAJP,Nyatike Sub County,KE_SubCounty_3121,,96.38,54.53
2022,2022,2022,,fT37q3rXQ35,Rongo Sub County,KE_SubCounty_3126,,102.97,80.96
2022,2022,2022,,nHEr5EciFh0,Suna East Sub County,KE_SubCounty_3124,,87.91,46.43
2022,2022,2022,,VtuwXD7O1O9,Suna West Sub County,KE_SubCounty_3123,,104.85,62.79
2022,2022,2022,,fCInDXluNhx,Uriri Sub County,KE_SubCounty_3122,,91.54,57.72
2022,2022,2022,,OvI6w06DhPJ,Changamwe Sub County,KE_SubCounty_3132,,79.29,55.27
2022,2022,2022,,vSISrsNNHwq,Jomvu Sub County,KE_SubCounty_3131,,77.44,54.68
2022,2022,2022,,C1hO6wNOgrH,Kisauni Sub County,KE_SubCounty_3130,,65.4,47.94
2022,2022,2022,,iy93Mmi73Or,Likoni Sub County,KE_SubCounty_3128,,94.03,59.09
2022,2022,2022,,C1xuoa1NAMm,Mvita Sub County,KE_SubCounty_3127,,96.66,50.23
2022,2022,2022,,sr8WEz03EnP,Nyali Sub County,KE_SubCounty_3129,,97.97,59.36
2022,2022,2022,,Z7ALMtFNfeZ,Gatanga Sub County,KE_SubCounty_3133,,53.97,47.65
2022,2022,2022,,ETGSIeGBsqt,Ithanga Sub County,,,,
2022,2022,2022,,s2jeo1C9aM8,Kahuro Sub County,,,,
2022,2022,2022,,gwYTo0wITYX,Kandara Sub County,KE_SubCounty_3134,,86.7,73.83
2022,2022,2022,,U9CLTNIwehR,Kangema Sub County,KE_SubCounty_3252,,95.03,66.44
2022,2022,2022,,tyfDsdZ1h3R,Kigumo Sub County,KE_SubCounty_3136,,107.0,96.97
2022,2022,2022,,VDlzh6w4LKv,Kiharu Sub County,KE_SubCounty_3137,,50.99,38.12
2022,2022,2022,,u7Gkh63FYe4,Mathioya Sub County,KE_SubCounty_3138,,73.63,65.47
2022,2022,2022,,l46g2PZUjoh,Muranga South Sub County,KE_SubCounty_3135,,93.52,81.0
2022,2022,2022,,CcTr4bcVGAG,Dagoretti North Sub County,KE_SubCounty_3154,,122.92,75.36
2022,2022,2022,,sqNWYDHZZ6W,Dagoretti South Sub County,KE_SubCounty_3153,,66.74,57.6
2022,2022,2022,,XvpLXU47BKs,Embakasi Central Sub County,KE_SubCounty_3145,,114.17,74.16
2022,2022,2022,,gD4xxgDGJ4Y,Embakasi East Sub County,KE_SubCounty_3144,,112.65,79.07
2022,2022,2022,,SSz1iOv28Jk,Embakasi North Sub County,KE_SubCounty_3146,,120.14,82.29
2022,2022,2022,,aDp1odOWYC1,Embakasi South Sub County,KE_SubCounty_3147,,81.8,69.14
2022,2022,2022,,aCwUX5V42Zz,Embakasi West Sub County,KE_SubCounty_3143,,60.29,46.49
2022,2022,2022,,qoLIT7y5f5c,Kamukunji Sub County,KE_SubCounty_3141,,70.59,44.79
2022,2022,2022,,FoqzDgIByL6,Kasarani Sub County,KE_SubCounty_3149,,85.48,65.09
2022,2022,2022,,LO5he3DtiFG,Kibra Sub County,KE_SubCounty_3151,,93.16,63.82
2022,2022,2022,,aTGYlhEw2Xx,Langata Sub County,KE_SubCounty_3152,,67.95,41.76
2022,2022,2022,,wwROy3Qkwin,Makadara Sub County,KE_SubCounty_3142,,88.29,57.65
2022,2022,2022,,gh2kzpOFCeF,Mathare Sub County,KE_SubCounty_3139,,67.11,48.15
2022,2022,2022,,j7GpbairCOi,Roysambu Sub County,KE_SubCounty_3150,,87.7,71.49
2022,2022,2022,,Cc8uEFkzfVf,Ruaraka Sub County,KE_SubCounty_3148,,109.21,71.59
2022,2022,2022,,nKHlZyN0lt9,Starehe Sub County,KE_SubCounty_3140,,72.08,40.68
2022,2022,2022,,f1T0Ltob8VQ,Westlands Sub County,KE_SubCounty_3155,Subcounty,114.12,84.14
2022,2022,2022,,hBU8B1KI12P,Gilgil Sub County,KE_SubCounty_3163,Sub county level Office,88.84,76.76
2022,2022,2022,,QBwORnYdu0e,Kuresoi North Sub County,KE_SubCounty_3161,,82.56,59.55
2022,2022,2022,,QwGkDS0DNls,Kuresoi South Sub County,KE_SubCounty_3162,,91.8,58.34
2022,2022,2022,,RJ4LGJiSHFg,Molo Sub County,KE_SubCounty_3166,,79.02,56.58
2022,2022,2022,,yZJJPoSGhY6,Naivasha Sub County,KE_SubCounty_3164,,79.59,62.14
2022,2022,2022,,FBJ9Y11esHS,Nakuru East Sub County,KE_SubCounty_3156,,119.38,92.9
2022,2022,2022,,nwh9bXKykiS,Nakuru North Sub County,KE_SubCounty_3158,,86.61,73.47
2022,2022,2022,,KTayLusaU5I,Nakuru West Sub County,KE_SubCounty_3157,,94.0,69.31
2022,2022,2022,,gSJXzH1DM75,Njoro Sub County,KE_SubCounty_3165,,88.35,57.86
2022,2022,2022,,OK0hW8DFHq3,Rongai Sub County,KE_SubCounty_3159,,83.7,60.42
2022,2022,2022,,zQEuNRaPYgE,Subukia Sub County,KE_SubCounty_3160,,89.74,74.39
2022,2022,2022,,Sq2fLWnOCGg,Aldai Sub County,KE_SubCounty_3171,,78.4,55.74
2022,2022,2022,,xLWuQq3DjOR,Chesumei Sub County,KE_SubCounty_3169,,79.29,60.52
2022,2022,2022,,Njv37QXxNy2,Emgwen Sub County,KE_SubCounty_3168,,86.61,66.71
2022,2022,2022,,Xtb7tbJpk9p,Mosop Sub County,KE_SubCounty_3167,,81.22,54.78
2022,2022,2022,,W6Err8cQf5J,Nandi Hills Sub County,KE_SubCounty_3170,,94.79,68.81
2022,2022,2022,,NPYRMdqrK6L,Tinderet Sub County,KE_SubCounty_3172,,92.01,57.37
2022,2022,2022,,zGJ7QQlAMYD,Narok Central Sub County,3274,,,
2022,2022,2022,,gZM3NbHaugk,Narok East Sub County,KE_SubCounty_3175,,68.28,33.21
2022,2022,2022,,fNROL0qm8De,Narok North Sub County,KE_SubCounty_3176,,20.67,7.22
2022,2022,2022,,bnYzgzYe2Z7,Narok South Sub County,KE_SubCounty_3174,,78.98,40.33
2022,2022,2022,,ouA247cg58A,Narok West Sub County,KE_SubCounty_3173,,87.98,49.83
2022,2022,2022,,PGTkGnIAZuy,Transmara East Sub County,KE_SubCounty_3177,,82.01,46.91
2022,2022,2022,,xAl2ixfcOFU,Transmara South Sub County,3275,,,
2022,2022,2022,,Nb6e34jNGAq,Transmara West Sub County,KE_SubCounty_3178,,38.68,22.49
2022,2022,2022,,ABuzigW8Lzw,Borabu Sub County,KE_SubCounty_3179,,93.15,67.31
2022,2022,2022,,f3AcdRzgTwz,Manga Sub County,KE_SubCounty_3183,Sub County,82.47,46.1
2022,2022,2022,,Qn5Fff2lIDz,Masaba North Sub County,KE_SubCounty_3182,,97.04,59.17
2022,2022,2022,,v5qbFUgfIoF,Nyamira North Sub County,KE_SubCounty_3180,,102.02,66.64
2022,2022,2022,,cxjRPbvhjzr,Nyamira Sub County,KE_SubCounty_3181,,104.34,64.51
2022,2022,2022,,RAnL5kBKMIt,Kinangop Sub County,KE_SubCounty_3188,,95.85,75.78
2022,2022,2022,,KlVgeHmvG6n,Kipipiri Sub County,KE_SubCounty_3187,,85.37,73.73
2022,2022,2022,,EESGLsSLTqH,Ndaragwa Sub County,KE_SubCounty_3184,"Ndaragwa sub county is one among the five sub counties comprising The Nyandarua county. Ndaragwa is the constituency with a population of  103,603 in 2016 based on population projection of 92,626 in 2009 census.",86.4,75.48
2022,2022,2022,,fVSw60UAC3W,Oljoroorok Sub County,KE_SubCounty_3185,"Oljoroorok is one of the five Sub counties in Nyandarua County. It has a population of 97508 FY 2017/2018 as per 2009 pn, census",72.18,57.79
2022,2022,2022,,Lm9RMwhIu3G,Olkalou Sub County,KE_SubCounty_3186,,95.99,75.59
2022,2022,2022,,YXt5ETQPRlB,Kieni East Sub County,KE_SubCounty_3194,,69.6,64.98
2022,2022,2022,,odOtfcaMg4p,Kieni West Sub County,KE_SubCounty_3195,,82.59,75.54
2022,2022,2022,,vznKK4IegIL,Mathira East Sub County,KE_SubCounty_3192,,94.88,86.04
2022,2022,2022,,msIc1uFAY6B,Mathira West Sub County,KE_SubCounty_3193,,59.34,53.04
2022,2022,2022,,zT8Zj5vNYCy,Mukurweini Sub County,KE_SubCounty_3190,,65.59,65.83
2022,2022,2022,,GXnD5lHeanK,Nyeri Central Sub County,KE_SubCounty_3189,,118.58,100.5
2022,2022,2022,,dd7jowvUO95,Nyeri South Sub County,KE_SubCounty_3191,,82.84,75.77
2022,2022,2022,,YT3tecc4atw,Tetu Sub County,KE_SubCounty_3196,,70.37,68.52
2022,2022,2022,,EmQRGVtvWy3,Samburu Central Sub County,KE_SubCounty_3199,,74.01,31.71
2022,2022,2022,,ldZ10N9unC9,Samburu East Sub County,KE_SubCounty_3197,,89.91,34.12
2022,2022,2022,,E2DGjZRlwbY,Samburu North Sub County,KE_SubCounty_3198,,76.65,45.95
2022,2022,2022,,Cu46otDi1RO,Alego Usonga Sub County,KE_SubCounty_3203,,104.22,52.36
2022,2022,2022,,JNvqpOnKfGR,Bondo Sub County,KE_SubCounty_3201,,99.46,47.78
2022,2022,2022,,PKeFksHlJkB,Gem Sub County,KE_SubCounty_3202,,92.54,61.68
2022,2022,2022,,XcRpb1xsM64,Rarieda Sub County,KE_SubCounty_3200,,101.23,53.97
2022,2022,2022,,InECuIlzJGx,Ugenya Sub County,KE_SubCounty_3205,,87.52,46.82
2022,2022,2022,,m9nsQ1MXlVU,Ugunja Sub County,KE_SubCounty_3204,,88.32,52.58
2022,2022,2022,,IBDoGsLdhvt,Mwatate Sub County,KE_SubCounty_3207,,90.87,73.06
2022,2022,2022,,jNzRdAwjaQ1,Taveta Sub County,KE_SubCounty_3209,,109.7,82.35
2022,2022,2022,,yoGLpCTgjed,Voi Sub County,KE_SubCounty_3206,,107.28,76.59
2022,2022,2022,,AM36DdkZ36Y,Wundanyi Sub County,KE_SubCounty_3208,,69.6,74.0
2022,2022,2022,,yWPcTwGwQ2B,Bura Sub County,KE_SubCounty_3249,,100.89,44.53
2022,2022,2022,,A4SNYCxrrnv,Galole Sub County,KE_SubCounty_3248,,110.27,61.21
2022,2022,2022,,Lj0mu9j58Ss,Garsen Sub County,KE_SubCounty_3250,,90.99,55.84
2022,2022,2022,,JmE1qRVQD4F,Chuka Sub County,KE_SubCounty_3213,Chuka Town -Along Nairobi Meru Highway,86.42,69.02
